TERRITORIO;TIPOLOGÍA PENAL;a_2013;a_2014;Var_porc_14s13
EXTREMADURA;8.-HURTOS;2492;2183;-12,4
Provincia de Badajoz;1.-DELITOS Y FALTAS (EU);5438;4942;-9,1
Provincia de Badajoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;1;-66,7
Provincia de Badajoz;3.-DELINCUENCIA VIOLENTA (EU);146;102;-30,1
Provincia de Badajoz;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);97;63;-35,1
Provincia de Badajoz;4.-ROBOS CON FUERZA;995;934;-6,1
Provincia de Badajoz;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);281;281;0
Provincia de Badajoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);68;63;-7,4
Provincia de Badajoz;6.-TRÁFICO DE DROGAS (EU);50;37;-26
Provincia de Badajoz;7.-DAÑOS;592;556;-6,1
Provincia de Badajoz;8.-HURTOS;1784;1560;-12,6
Municipio de Badajoz;1.-DELITOS Y FALTAS (EU);2196;2037;-7,2
Municipio de Badajoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Badajoz;3.-DELINCUENCIA VIOLENTA (EU);76;54;-28,9
Municipio de Badajoz;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);63;40;-36,5
Municipio de Badajoz;4.-ROBOS CON FUERZA;304;286;-5,9
Municipio de Badajoz;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);90;91;1,1
Municipio de Badajoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);26;38;46,2
Municipio de Badajoz;6.-TRÁFICO DE DROGAS (EU);14;10;-28,6
Municipio de Badajoz;7.-DAÑOS;259;254;-1,9
Municipio de Badajoz;8.-HURTOS;817;707;-13,5
Municipio de Mérida;1.-DELITOS Y FALTAS (EU);684;580;-15,2
Municipio de Mérida;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Mérida;3.-DELINCUENCIA VIOLENTA (EU);17;9;-47,1
Municipio de Mérida;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);11;6;-45,5
Municipio de Mérida;4.-ROBOS CON FUERZA;88;84;-4,5
Municipio de Mérida;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);21;23;9,5
Municipio de Mérida;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);9;6;-33,3
Municipio de Mérida;6.-TRÁFICO DE DROGAS (EU);8;9;12,5
Municipio de Mérida;7.-DAÑOS;73;77;5,5
Municipio de Mérida;8.-HURTOS;257;196;-23,7
Provincia de Cáceres;1.-DELITOS Y FALTAS (EU);2252;2033;-9,7
Provincia de Cáceres;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100
Provincia de Cáceres;3.-DELINCUENCIA VIOLENTA (EU);49;38;-22,4
Provincia de Cáceres;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);22;15;-31,8
Provincia de Cáceres;4.-ROBOS CON FUERZA;434;335;-22,8
Provincia de Cáceres;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);129;104;-19,4
Provincia de Cáceres;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);40;39;-2,5
Provincia de Cáceres;6.-TRÁFICO DE DROGAS (EU);15;19;26,7
Provincia de Cáceres;7.-DAÑOS;284;293;3,2
Provincia de Cáceres;8.-HURTOS;708;623;-12
Municipio de Cáceres;1.-DELITOS Y FALTAS (EU);537;548;2
Municipio de Cáceres;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100
Municipio de Cáceres;3.-DELINCUENCIA VIOLENTA (EU);10;12;20
Municipio de Cáceres;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);6;4;-33,3
Municipio de Cáceres;4.-ROBOS CON FUERZA;78;69;-11,5
Municipio de Cáceres;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);11;22;100
Municipio de Cáceres;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);7;17;142,9
Municipio de Cáceres;6.-TRÁFICO DE DROGAS (EU);5;10;100
Municipio de Cáceres;7.-DAÑOS;77;82;6,5
Municipio de Cáceres;8.-HURTOS;190;167;-12,1
GALICIA;1.-DELITOS Y FALTAS (EU);19796;18574;-6,2
GALICIA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;5;-16,7
GALICIA;3.-DELINCUENCIA VIOLENTA (EU);657;568;-13,5
GALICIA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);393;301;-23,4
GALICIA;4.-ROBOS CON FUERZA;3375;3108;-7,9
GALICIA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1118;1072;-4,1
GALICIA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);429;337;-21,4
GALICIA;6.-TRÁFICO DE DROGAS (EU);66;76;15,2
GALICIA;7.-DAÑOS;2625;2358;-10,2
GALICIA;8.-HURTOS;5702;5520;-3,2
Provincia de Coruña (A);1.-DELITOS Y FALTAS (EU);7982;7685;-3,7
Provincia de Coruña (A);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;2;-33,3
Provincia de Coruña (A);3.-DELINCUENCIA VIOLENTA (EU);257;233;-9,3
Provincia de Coruña (A);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);172;140;-18,6
Provincia de Coruña (A);4.-ROBOS CON FUERZA;1274;1274;0
Provincia de Coruña (A);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);414;536;29,5
Provincia de Coruña (A);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);185;124;-33
Provincia de Coruña (A);6.-TRÁFICO DE DROGAS (EU);20;36;80
Provincia de Coruña (A);7.-DAÑOS;1074;944;-12,1
Provincia de Coruña (A);8.-HURTOS;2378;2394;0,7
Municipio de Coruña (A);1.-DELITOS Y FALTAS (EU);2390;2217;-7,2
Municipio de Coruña (A);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Coruña (A);3.-DELINCUENCIA VIOLENTA (EU);112;122;8,9
Municipio de Coruña (A);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);84;74;-11,9
Municipio de Coruña (A);4.-ROBOS CON FUERZA;282;226;-19,9
Municipio de Coruña (A);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);60;82;36,7
Municipio de Coruña (A);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);49;27;-44,9
Municipio de Coruña (A);6.-TRÁFICO DE DROGAS (EU);7;11;57,1
Municipio de Coruña (A);7.-DAÑOS;249;202;-18,9
Municipio de Coruña (A);8.-HURTOS;937;862;-8
Municipio de Ferrol;1.-DELITOS Y FALTAS (EU);526;558;6,1
Municipio de Ferrol;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Ferrol;3.-DELINCUENCIA VIOLENTA (EU);13;13;0
Municipio de Ferrol;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);7;10;42,9
Municipio de Ferrol;4.-ROBOS CON FUERZA;66;44;-33,3
Municipio de Ferrol;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);18;16;-11,1
Municipio de Ferrol;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);10;8;-20
Municipio de Ferrol;6.-TRÁFICO DE DROGAS (EU);2;4;100
Municipio de Ferrol;7.-DAÑOS;68;59;-13,2
Municipio de Ferrol;8.-HURTOS;181;231;27,6
Municipio de Santiago de Compostela;1.-DELITOS Y FALTAS (EU);853;936;9,7
Municipio de Santiago de Compostela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Santiago de Compostela;3.-DELINCUENCIA VIOLENTA (EU);28;32;14,3
Municipio de Santiago de Compostela;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);16;24;50
Municipio de Santiago de Compostela;4.-ROBOS CON FUERZA;111;125;12,6
Municipio de Santiago de Compostela;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);37;37;0
Municipio de Santiago de Compostela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);21;19;-9,5
Municipio de Santiago de Compostela;6.-TRÁFICO DE DROGAS (EU);3;5;66,7
Municipio de Santiago de Compostela;7.-DAÑOS;120;109;-9,2
Municipio de Santiago de Compostela;8.-HURTOS;371;419;12,9
Provincia de Lugo;1.-DELITOS Y FALTAS (EU);1807;1742;-3,6
Provincia de Lugo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100
Provincia de Lugo;3.-DELINCUENCIA VIOLENTA (EU);62;74;19,4
Provincia de Lugo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);33;37;12,1
Provincia de Lugo;4.-ROBOS CON FUERZA;350;296;-15,4
Provincia de Lugo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);120;89;-25,8
Provincia de Lugo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;21;-4,5
Provincia de Lugo;6.-TRÁFICO DE DROGAS (EU);12;4;-66,7
Provincia de Lugo;7.-DAÑOS;224;259;15,6
Provincia de Lugo;8.-HURTOS;479;470;-1,9
Municipio de Lugo;1.-DELITOS Y FALTAS (EU);725;733;1,1
Municipio de Lugo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Lugo;3.-DELINCUENCIA VIOLENTA (EU);28;51;82,1
Municipio de Lugo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;34;70
Municipio de Lugo;4.-ROBOS CON FUERZA;136;128;-5,9
Municipio de Lugo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);28;20;-28,6
Municipio de Lugo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);13;15;15,4
Municipio de Lugo;6.-TRÁFICO DE DROGAS (EU);4;2;-50
Municipio de Lugo;7.-DAÑOS;74;83;12,2
Municipio de Lugo;8.-HURTOS;268;254;-5,2
Provincia de Ourense;1.-DELITOS Y FALTAS (EU);2394;2031;-15,2
Provincia de Ourense;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Provincia de Ourense;3.-DELINCUENCIA VIOLENTA (EU);82;55;-32,9
Provincia de Ourense;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);53;34;-35,8
Provincia de Ourense;4.-ROBOS CON FUERZA;432;367;-15
Provincia de Ourense;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);156;95;-39,1
Provincia de Ourense;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;33;-13,2
Provincia de Ourense;6.-TRÁFICO DE DROGAS (EU);5;7;40
Provincia de Ourense;7.-DAÑOS;296;211;-28,7
Provincia de Ourense;8.-HURTOS;797;688;-13,7
Municipio de Ourense;1.-DELITOS Y FALTAS (EU);1167;1035;-11,3
Municipio de Ourense;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Ourense;3.-DELINCUENCIA VIOLENTA (EU);47;38;-19,1
Municipio de Ourense;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);36;28;-22,2
Municipio de Ourense;4.-ROBOS CON FUERZA;160;169;5,6
Municipio de Ourense;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);46;26;-43,5
Municipio de Ourense;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);21;14;-33,3
Municipio de Ourense;6.-TRÁFICO DE DROGAS (EU);4;6;50
Municipio de Ourense;7.-DAÑOS;137;98;-28,5
Municipio de Ourense;8.-HURTOS;539;480;-10,9
Provincia de Pontevedra;1.-DELITOS Y FALTAS (EU);7613;7116;-6,5
Provincia de Pontevedra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50
Provincia de Pontevedra;3.-DELINCUENCIA VIOLENTA (EU);256;206;-19,5
Provincia de Pontevedra;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);135;90;-33,3
Provincia de Pontevedra;4.-ROBOS CON FUERZA;1319;1171;-11,2
Provincia de Pontevedra;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);428;352;-17,8
Provincia de Pontevedra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);184;159;-13,6
Provincia de Pontevedra;6.-TRÁFICO DE DROGAS (EU);29;29;0
Provincia de Pontevedra;7.-DAÑOS;1031;944;-8,4
Provincia de Pontevedra;8.-HURTOS;2048;1968;-3,9
Municipio de Pontevedra;1.-DELITOS Y FALTAS (EU);752;726;-3,5
Municipio de Pontevedra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Pontevedra;3.-DELINCUENCIA VIOLENTA (EU);25;9;-64
Municipio de Pontevedra;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);16;4;-75
Municipio de Pontevedra;4.-ROBOS CON FUERZA;112;104;-7,1
Municipio de Pontevedra;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);32;32;0
Municipio de Pontevedra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);13;25;92,3
Municipio de Pontevedra;6.-TRÁFICO DE DROGAS (EU);3;2;-33,3
Municipio de Pontevedra;7.-DAÑOS;85;92;8,2
Municipio de Pontevedra;8.-HURTOS;262;272;3,8
Municipio de Vigo;1.-DELITOS Y FALTAS (EU);2578;2479;-3,8
Municipio de Vigo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Vigo;3.-DELINCUENCIA VIOLENTA (EU);107;77;-28
Municipio de Vigo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);79;57;-27,8
Municipio de Vigo;4.-ROBOS CON FUERZA;333;304;-8,7
Municipio de Vigo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);107;74;-30,8
Municipio de Vigo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);78;43;-44,9
Municipio de Vigo;6.-TRÁFICO DE DROGAS (EU);13;14;7,7
Municipio de Vigo;7.-DAÑOS;286;267;-6,6
Municipio de Vigo;8.-HURTOS;869;822;-5,4
MADRID (COMUNIDAD DE);1.-DELITOS Y FALTAS (EU);97556;96620;-1
MADRID (COMUNIDAD DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;9;0
MADRID (COMUNIDAD DE);3.-DELINCUENCIA VIOLENTA (EU);6489;5598;-13,7
MADRID (COMUNIDAD DE);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);5985;5079;-15,1
MADRID (COMUNIDAD DE);4.-ROBOS CON FUERZA;15526;15645;0,8
MADRID (COMUNIDAD DE);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);4020;4245;5,6
MADRID (COMUNIDAD DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);3397;2797;-17,7
MADRID (COMUNIDAD DE);6.-TRÁFICO DE DROGAS (EU);473;401;-15,2
MADRID (COMUNIDAD DE);7.-DAÑOS;11699;11694;0
MADRID (COMUNIDAD DE);8.-HURTOS;38575;39126;1,4
Municipio de Alcalá de Henares;1.-DELITOS Y FALTAS (EU);2876;2552;-11,3
Municipio de Alcalá de Henares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Alcalá de Henares;3.-DELINCUENCIA VIOLENTA (EU);185;105;-43,2
Municipio de Alcalá de Henares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);175;91;-48
Municipio de Alcalá de Henares;4.-ROBOS CON FUERZA;633;545;-13,9
Municipio de Alcalá de Henares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);71;73;2,8
Municipio de Alcalá de Henares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);127;76;-40,2
Municipio de Alcalá de Henares;6.-TRÁFICO DE DROGAS (EU);13;16;23,1
Municipio de Alcalá de Henares;7.-DAÑOS;406;372;-8,4
Municipio de Alcalá de Henares;8.-HURTOS;787;747;-5,1
Municipio de Alcobendas;1.-DELITOS Y FALTAS (EU);1252;1251;-0,1
Municipio de Alcobendas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Alcobendas;3.-DELINCUENCIA VIOLENTA (EU);73;77;5,5
Municipio de Alcobendas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;69;7,8
Municipio de Alcobendas;4.-ROBOS CON FUERZA;191;162;-15,2
Municipio de Alcobendas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);39;37;-5,1
Municipio de Alcobendas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;40;2,6
Municipio de Alcobendas;6.-TRÁFICO DE DROGAS (EU);9;5;-44,4
Municipio de Alcobendas;7.-DAÑOS;169;133;-21,3
Municipio de Alcobendas;8.-HURTOS;400;405;1,3
Municipio de Alcorcón;1.-DELITOS Y FALTAS (EU);1893;2067;9,2
Municipio de Alcorcón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Alcorcón;3.-DELINCUENCIA VIOLENTA (EU);140;120;-14,3
Municipio de Alcorcón;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);134;116;-13,4
Municipio de Alcorcón;4.-ROBOS CON FUERZA;283;418;47,7
Municipio de Alcorcón;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);49;65;32,7
Municipio de Alcorcón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);87;80;-8
Municipio de Alcorcón;6.-TRÁFICO DE DROGAS (EU);23;7;-69,6
Municipio de Alcorcón;7.-DAÑOS;201;220;9,5
Municipio de Alcorcón;8.-HURTOS;685;767;12
Municipio de Aranjuez;1.-DELITOS Y FALTAS (EU);673;623;-7,4
Municipio de Aranjuez;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Aranjuez;3.-DELINCUENCIA VIOLENTA (EU);24;22;-8,3
Municipio de Aranjuez;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);19;19;0
Municipio de Aranjuez;4.-ROBOS CON FUERZA;169;109;-35,5
Municipio de Aranjuez;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);22;15;-31,8
Municipio de Aranjuez;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);21;18;-14,3
Municipio de Aranjuez;6.-TRÁFICO DE DROGAS (EU);3;2;-33,3
Municipio de Aranjuez;7.-DAÑOS;127;91;-28,3
Municipio de Aranjuez;8.-HURTOS;161;186;15,5
Municipio de Arganda del Rey;1.-DELITOS Y FALTAS (EU);738;661;-10,4
Municipio de Arganda del Rey;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Arganda del Rey;3.-DELINCUENCIA VIOLENTA (EU);32;33;3,1
Municipio de Arganda del Rey;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);25;30;20
Municipio de Arganda del Rey;4.-ROBOS CON FUERZA;203;156;-23,2
Municipio de Arganda del Rey;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);44;27;-38,6
Municipio de Arganda del Rey;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);33;24;-27,3
Municipio de Arganda del Rey;6.-TRÁFICO DE DROGAS (EU);1;0;-100
Municipio de Arganda del Rey;7.-DAÑOS;133;107;-19,5
Municipio de Arganda del Rey;8.-HURTOS;129;117;-9,3
Municipio de Collado Villalba;1.-DELITOS Y FALTAS (EU);910;824;-9,5
Municipio de Collado Villalba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Collado Villalba;3.-DELINCUENCIA VIOLENTA (EU);63;54;-14,3
Municipio de Collado Villalba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);55;50;-9,1
Municipio de Collado Villalba;4.-ROBOS CON FUERZA;203;174;-14,3
Municipio de Collado Villalba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);82;63;-23,2
Municipio de Collado Villalba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;16;-20
Municipio de Collado Villalba;6.-TRÁFICO DE DROGAS (EU);3;5;66,7
Municipio de Collado Villalba;7.-DAÑOS;159;130;-18,2
Municipio de Collado Villalba;8.-HURTOS;187;194;3,7
Municipio de Coslada;1.-DELITOS Y FALTAS (EU);940;724;-23
Municipio de Coslada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Coslada;3.-DELINCUENCIA VIOLENTA (EU);39;33;-15,4
Municipio de Coslada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);35;29;-17,1
Municipio de Coslada;4.-ROBOS CON FUERZA;214;207;-3,3
Municipio de Coslada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);33;39;18,2
Municipio de Coslada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);77;43;-44,2
Municipio de Coslada;6.-TRÁFICO DE DROGAS (EU);1;0;-100
Municipio de Coslada;7.-DAÑOS;163;92;-43,6
Municipio de Coslada;8.-HURTOS;234;212;-9,4
Municipio de Fuenlabrada;1.-DELITOS Y FALTAS (EU);2303;2273;-1,3
Municipio de Fuenlabrada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Fuenlabrada;3.-DELINCUENCIA VIOLENTA (EU);157;115;-26,8
Municipio de Fuenlabrada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);151;108;-28,5
Municipio de Fuenlabrada;4.-ROBOS CON FUERZA;360;303;-15,8
Municipio de Fuenlabrada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);61;57;-6,6
Municipio de Fuenlabrada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);163;115;-29,4
Municipio de Fuenlabrada;6.-TRÁFICO DE DROGAS (EU);6;4;-33,3
Municipio de Fuenlabrada;7.-DAÑOS;324;347;7,1
Municipio de Fuenlabrada;8.-HURTOS;816;809;-0,9
Municipio de Getafe;1.-DELITOS Y FALTAS (EU);2049;2048;0
Municipio de Getafe;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Getafe;3.-DELINCUENCIA VIOLENTA (EU);149;90;-39,6
Municipio de Getafe;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);143;82;-42,7
Municipio de Getafe;4.-ROBOS CON FUERZA;340;374;10
Municipio de Getafe;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);67;85;26,9
Municipio de Getafe;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);88;74;-15,9
Municipio de Getafe;6.-TRÁFICO DE DROGAS (EU);2;3;50
Municipio de Getafe;7.-DAÑOS;241;264;9,5
Municipio de Getafe;8.-HURTOS;692;758;9,5
Municipio de Leganés;1.-DELITOS Y FALTAS (EU);2717;2709;-0,3
Municipio de Leganés;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Leganés;3.-DELINCUENCIA VIOLENTA (EU);139;101;-27,3
Municipio de Leganés;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);124;87;-29,8
Municipio de Leganés;4.-ROBOS CON FUERZA;400;323;-19,3
Municipio de Leganés;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);77;74;-3,9
Municipio de Leganés;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);135;109;-19,3
Municipio de Leganés;6.-TRÁFICO DE DROGAS (EU);15;7;-53,3
Municipio de Leganés;7.-DAÑOS;334;284;-15
Municipio de Leganés;8.-HURTOS;1122;1335;19
Municipio de Madrid;1.-DELITOS Y FALTAS (EU);57242;57645;0,7
Municipio de Madrid;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);7;4;-42,9
Municipio de Madrid;3.-DELINCUENCIA VIOLENTA (EU);4316;3839;-11,1
Municipio de Madrid;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);4005;3539;-11,6
Municipio de Madrid;4.-ROBOS CON FUERZA;7270;7543;3,8
Municipio de Madrid;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1616;1766;9,3
Municipio de Madrid;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1769;1506;-14,9
Municipio de Madrid;6.-TRÁFICO DE DROGAS (EU);342;292;-14,6
Municipio de Madrid;7.-DAÑOS;5699;5947;4,4
Municipio de Madrid;8.-HURTOS;26565;27158;2,2
Municipio de Majadahonda;1.-DELITOS Y FALTAS (EU);1131;957;-15,4
Municipio de Majadahonda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Majadahonda;3.-DELINCUENCIA VIOLENTA (EU);52;48;-7,7
Municipio de Majadahonda;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);44;42;-4,5
Municipio de Majadahonda;4.-ROBOS CON FUERZA;112;153;36,6
Municipio de Majadahonda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);36;53;47,2
Municipio de Majadahonda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);31;42;35,5
Municipio de Majadahonda;6.-TRÁFICO DE DROGAS (EU);4;2;-50
Municipio de Majadahonda;7.-DAÑOS;123;126;2,4
Municipio de Majadahonda;8.-HURTOS;618;409;-33,8
Municipio de Móstoles;1.-DELITOS Y FALTAS (EU);2448;2344;-4,2
Municipio de Móstoles;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Móstoles;3.-DELINCUENCIA VIOLENTA (EU);155;111;-28,4
Municipio de Móstoles;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);140;95;-32,1
Municipio de Móstoles;4.-ROBOS CON FUERZA;406;306;-24,6
Municipio de Móstoles;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);72;91;26,4
Municipio de Móstoles;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);131;100;-23,7
Municipio de Móstoles;6.-TRÁFICO DE DROGAS (EU);9;11;22,2
Municipio de Móstoles;7.-DAÑOS;377;432;14,6
Municipio de Móstoles;8.-HURTOS;633;640;1,1
Municipio de Parla;1.-DELITOS Y FALTAS (EU);1900;1885;-0,8
Municipio de Parla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Parla;3.-DELINCUENCIA VIOLENTA (EU);156;132;-15,4
Municipio de Parla;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);151;122;-19,2
Municipio de Parla;4.-ROBOS CON FUERZA;368;469;27,4
Municipio de Parla;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);72;56;-22,2
Municipio de Parla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);87;45;-48,3
Municipio de Parla;6.-TRÁFICO DE DROGAS (EU);4;5;25
Municipio de Parla;7.-DAÑOS;320;306;-4,4
