Comunidad,Año,Trimestre,Tipo de delito,Denuncias
Comunidad de Madrid,2018,Trimestre 4,Sustracciones de vehículos,30393
Comunidad de Madrid,2018,Trimestre 4,Tráfico de drogas,11519
Comunidad de Madrid,2018,Trimestre 4,Otros,1331
Melilla,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,237
Melilla,2018,Trimestre 4,Hurtos,580868
Melilla,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",51476
Melilla,2018,Trimestre 4,Sustracciones de vehículos,30481
Melilla,2018,Trimestre 4,Tráfico de drogas,11567
Melilla,2018,Trimestre 4,Otros,1333
Región de Murcia,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,248
Región de Murcia,2018,Trimestre 4,Hurtos,595756
Región de Murcia,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",52920
Región de Murcia,2018,Trimestre 4,Sustracciones de vehículos,31432
Región de Murcia,2018,Trimestre 4,Tráfico de drogas,11854
Región de Murcia,2018,Trimestre 4,Otros,1379
Comunidad Foral de Navarra,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,258
Comunidad Foral de Navarra,2018,Trimestre 4,Hurtos,603497
Comunidad Foral de Navarra,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",53175
Comunidad Foral de Navarra,2018,Trimestre 4,Sustracciones de vehículos,31605
Comunidad Foral de Navarra,2018,Trimestre 4,Tráfico de drogas,11994
Comunidad Foral de Navarra,2018,Trimestre 4,Otros,1415
País Vasco,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,264
País Vasco,2018,Trimestre 4,Hurtos,632873
País Vasco,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",54966
País Vasco,2018,Trimestre 4,Sustracciones de vehículos,32533
País Vasco,2018,Trimestre 4,Tráfico de drogas,12362
País Vasco,2018,Trimestre 4,Otros,1526
Comunidad Valenciana,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,289
Comunidad Valenciana,2018,Trimestre 4,Hurtos,703042
Comunidad Valenciana,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",60031
Comunidad Valenciana,2018,Trimestre 4,Sustracciones de vehículos,35815
Comunidad Valenciana,2018,Trimestre 4,Tráfico de drogas,14121
Comunidad Valenciana,2018,Trimestre 4,Otros,1694
Andalucía,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,15
Andalucía,2019,Trimestre 1,Hurtos,21638
Andalucía,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",1740
Andalucía,2019,Trimestre 1,Sustracciones de vehículos,1654
Andalucía,2019,Trimestre 1,Tráfico de drogas,965
Andalucía,2019,Trimestre 1,Otros,54
Aragón,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,18
Aragón,2019,Trimestre 1,Hurtos,24320
Aragón,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",1996
Aragón,2019,Trimestre 1,Sustracciones de vehículos,1713
Aragón,2019,Trimestre 1,Tráfico de drogas,1046
Aragón,2019,Trimestre 1,Otros,60
Principado de Asturias,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,18
Principado de Asturias,2019,Trimestre 1,Hurtos,26046
Principado de Asturias,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",2090
Principado de Asturias,2019,Trimestre 1,Sustracciones de vehículos,1751
Principado de Asturias,2019,Trimestre 1,Tráfico de drogas,1094
Principado de Asturias,2019,Trimestre 1,Otros,60
Islas Baleares,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,19
Islas Baleares,2019,Trimestre 1,Hurtos,29894
Islas Baleares,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",2319
Islas Baleares,2019,Trimestre 1,Sustracciones de vehículos,1982
Islas Baleares,2019,Trimestre 1,Tráfico de drogas,1156
Islas Baleares,2019,Trimestre 1,Otros,70
Canarias,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,22
Canarias,2019,Trimestre 1,Hurtos,37332
Canarias,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",2723
Canarias,2019,Trimestre 1,Sustracciones de vehículos,2310
Canarias,2019,Trimestre 1,Tráfico de drogas,1296
Canarias,2019,Trimestre 1,Otros,79
Cantabria,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,23
Cantabria,2019,Trimestre 1,Hurtos,38437
Cantabria,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",2779
Cantabria,2019,Trimestre 1,Sustracciones de vehículos,2342
Cantabria,2019,Trimestre 1,Tráfico de drogas,1316
Cantabria,2019,Trimestre 1,Otros,80
Castilla-La Mancha,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,28
Castilla-La Mancha,2019,Trimestre 1,Hurtos,41727
Castilla-La Mancha,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",3011
Castilla-La Mancha,2019,Trimestre 1,Sustracciones de vehículos,2508
Castilla-La Mancha,2019,Trimestre 1,Tráfico de drogas,1406
Castilla-La Mancha,2019,Trimestre 1,Otros,90
Castilla y León,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,29
Castilla y León,2019,Trimestre 1,Hurtos,46279
Castilla y León,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",3162
Castilla y León,2019,Trimestre 1,Sustracciones de vehículos,2649
Castilla y León,2019,Trimestre 1,Tráfico de drogas,1487
Castilla y León,2019,Trimestre 1,Otros,102
Cataluña,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,38
Cataluña,2019,Trimestre 1,Hurtos,91574
Cataluña,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",9326
Cataluña,2019,Trimestre 1,Sustracciones de vehículos,5099
Cataluña,2019,Trimestre 1,Tráfico de drogas,2145
Cataluña,2019,Trimestre 1,Otros,224
Ceuta,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,39
Ceuta,2019,Trimestre 1,Hurtos,91784
Ceuta,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",9368
Ceuta,2019,Trimestre 1,Sustracciones de vehículos,5151
Ceuta,2019,Trimestre 1,Tráfico de drogas,2208
Ceuta,2019,Trimestre 1,Otros,224
Extremadura,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,40
Extremadura,2019,Trimestre 1,Hurtos,93457
Extremadura,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",9449
Extremadura,2019,Trimestre 1,Sustracciones de vehículos,5196
Extremadura,2019,Trimestre 1,Tráfico de drogas,2258
Extremadura,2019,Trimestre 1,Otros,226
Galicia,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,44
Galicia,2019,Trimestre 1,Hurtos,97923
Galicia,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",9674
Galicia,2019,Trimestre 1,Sustracciones de vehículos,5334
Galicia,2019,Trimestre 1,Tráfico de drogas,2364
Galicia,2019,Trimestre 1,Otros,239
La Rioja,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,44
La Rioja,2019,Trimestre 1,Hurtos,98474
La Rioja,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",9700
La Rioja,2019,Trimestre 1,Sustracciones de vehículos,5348
La Rioja,2019,Trimestre 1,Tráfico de drogas,2395
La Rioja,2019,Trimestre 1,Otros,242
Comunidad de Madrid,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,54
Comunidad de Madrid,2019,Trimestre 1,Hurtos,138998
Comunidad de Madrid,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",13242
Comunidad de Madrid,2019,Trimestre 1,Sustracciones de vehículos,7493
Comunidad de Madrid,2019,Trimestre 1,Tráfico de drogas,2982
Comunidad de Madrid,2019,Trimestre 1,Otros,298
Melilla,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,54
Melilla,2019,Trimestre 1,Hurtos,139287
Melilla,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",13324
Melilla,2019,Trimestre 1,Sustracciones de vehículos,7510
Melilla,2019,Trimestre 1,Tráfico de drogas,2998
Melilla,2019,Trimestre 1,Otros,300
Región de Murcia,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,57
Región de Murcia,2019,Trimestre 1,Hurtos,143119
Región de Murcia,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",13700
Región de Murcia,2019,Trimestre 1,Sustracciones de vehículos,7733
Región de Murcia,2019,Trimestre 1,Tráfico de drogas,3085
Región de Murcia,2019,Trimestre 1,Otros,308
Comunidad Foral de Navarra,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,60
Comunidad Foral de Navarra,2019,Trimestre 1,Hurtos,144696
Comunidad Foral de Navarra,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",13746
Comunidad Foral de Navarra,2019,Trimestre 1,Sustracciones de vehículos,7784
Comunidad Foral de Navarra,2019,Trimestre 1,Tráfico de drogas,3131
Comunidad Foral de Navarra,2019,Trimestre 1,Otros,313
País Vasco,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,63
País Vasco,2019,Trimestre 1,Hurtos,152002
País Vasco,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",14203
País Vasco,2019,Trimestre 1,Sustracciones de vehículos,8032
País Vasco,2019,Trimestre 1,Tráfico de drogas,3229
País Vasco,2019,Trimestre 1,Otros,337
Comunidad Valenciana,2019,Trimestre 1,Homicidios dolosos y asesinatos consumados,74
Comunidad Valenciana,2019,Trimestre 1,Hurtos,168183
Comunidad Valenciana,2019,Trimestre 1,"Robos con fuerza, violencia o intimidación",15416
Comunidad Valenciana,2019,Trimestre 1,Sustracciones de vehículos,8861
Comunidad Valenciana,2019,Trimestre 1,Tráfico de drogas,3662
Comunidad Valenciana,2019,Trimestre 1,Otros,375
Andalucía,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,33
Andalucía,2019,Trimestre 2,Hurtos,44775
Andalucía,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",3554
Andalucía,2019,Trimestre 2,Sustracciones de vehículos,3342
Andalucía,2019,Trimestre 2,Tráfico de drogas,2029
Andalucía,2019,Trimestre 2,Otros,113
Aragón,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,37
Aragón,2019,Trimestre 2,Hurtos,49973
Aragón,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",4072
Aragón,2019,Trimestre 2,Sustracciones de vehículos,3442
Aragón,2019,Trimestre 2,Tráfico de drogas,2205
Aragón,2019,Trimestre 2,Otros,128
Principado de Asturias,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,38
Principado de Asturias,2019,Trimestre 2,Hurtos,53393
Principado de Asturias,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",4251
Principado de Asturias,2019,Trimestre 2,Sustracciones de vehículos,3529
Principado de Asturias,2019,Trimestre 2,Tráfico de drogas,2308
Principado de Asturias,2019,Trimestre 2,Otros,130
Islas Baleares,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,40
Islas Baleares,2019,Trimestre 2,Hurtos,64537
Islas Baleares,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",4848
Islas Baleares,2019,Trimestre 2,Sustracciones de vehículos,4106
Islas Baleares,2019,Trimestre 2,Tráfico de drogas,2534
Islas Baleares,2019,Trimestre 2,Otros,165
Canarias,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,49
Canarias,2019,Trimestre 2,Hurtos,77595
Canarias,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",5561
Canarias,2019,Trimestre 2,Sustracciones de vehículos,4716
Canarias,2019,Trimestre 2,Tráfico de drogas,2845
Canarias,2019,Trimestre 2,Otros,199
Cantabria,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,50
Cantabria,2019,Trimestre 2,Hurtos,79882
Cantabria,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",5652
Cantabria,2019,Trimestre 2,Sustracciones de vehículos,4771
Cantabria,2019,Trimestre 2,Tráfico de drogas,2887
Cantabria,2019,Trimestre 2,Otros,201
Castilla-La Mancha,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,56
Castilla-La Mancha,2019,Trimestre 2,Hurtos,86620
Castilla-La Mancha,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",6164
Castilla-La Mancha,2019,Trimestre 2,Sustracciones de vehículos,5095
Castilla-La Mancha,2019,Trimestre 2,Tráfico de drogas,3087
Castilla-La Mancha,2019,Trimestre 2,Otros,222
Castilla y León,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,59
Castilla y León,2019,Trimestre 2,Hurtos,95788
Castilla y León,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",6480
Castilla y León,2019,Trimestre 2,Sustracciones de vehículos,5365
Castilla y León,2019,Trimestre 2,Tráfico de drogas,3276
Castilla y León,2019,Trimestre 2,Otros,243
Cataluña,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,79
Cataluña,2019,Trimestre 2,Hurtos,190814
Cataluña,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",18847
Cataluña,2019,Trimestre 2,Sustracciones de vehículos,10222
Cataluña,2019,Trimestre 2,Tráfico de drogas,4568
Cataluña,2019,Trimestre 2,Otros,492
Ceuta,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,81
Ceuta,2019,Trimestre 2,Hurtos,191221
Ceuta,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",18919
Ceuta,2019,Trimestre 2,Sustracciones de vehículos,10302
Ceuta,2019,Trimestre 2,Tráfico de drogas,4694
Ceuta,2019,Trimestre 2,Otros,492
Extremadura,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,84
Extremadura,2019,Trimestre 2,Hurtos,194461
Extremadura,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",19076
Extremadura,2019,Trimestre 2,Sustracciones de vehículos,10383
Extremadura,2019,Trimestre 2,Tráfico de drogas,4822
Extremadura,2019,Trimestre 2,Otros,499
Galicia,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,92
Galicia,2019,Trimestre 2,Hurtos,203611
Galicia,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",19527
Galicia,2019,Trimestre 2,Sustracciones de vehículos,10670
Galicia,2019,Trimestre 2,Tráfico de drogas,5058
Galicia,2019,Trimestre 2,Otros,539
La Rioja,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,92
La Rioja,2019,Trimestre 2,Hurtos,204714
La Rioja,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",19571
La Rioja,2019,Trimestre 2,Sustracciones de vehículos,10696
La Rioja,2019,Trimestre 2,Tráfico de drogas,5112
La Rioja,2019,Trimestre 2,Otros,542
Comunidad de Madrid,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,109
Comunidad de Madrid,2019,Trimestre 2,Hurtos,283667
Comunidad de Madrid,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",26944
Comunidad de Madrid,2019,Trimestre 2,Sustracciones de vehículos,14806
Comunidad de Madrid,2019,Trimestre 2,Tráfico de drogas,6286
Comunidad de Madrid,2019,Trimestre 2,Otros,660
Melilla,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,109
Melilla,2019,Trimestre 2,Hurtos,284272
Melilla,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",27110
Melilla,2019,Trimestre 2,Sustracciones de vehículos,14845
Melilla,2019,Trimestre 2,Tráfico de drogas,6318
Melilla,2019,Trimestre 2,Otros,662
Región de Murcia,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,116
Región de Murcia,2019,Trimestre 2,Hurtos,291754
Región de Murcia,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",27824
Región de Murcia,2019,Trimestre 2,Sustracciones de vehículos,15292
Región de Murcia,2019,Trimestre 2,Tráfico de drogas,6490
Región de Murcia,2019,Trimestre 2,Otros,679
Comunidad Foral de Navarra,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,119
Comunidad Foral de Navarra,2019,Trimestre 2,Hurtos,295141
Comunidad Foral de Navarra,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",27937
Comunidad Foral de Navarra,2019,Trimestre 2,Sustracciones de vehículos,15379
Comunidad Foral de Navarra,2019,Trimestre 2,Tráfico de drogas,6572
Comunidad Foral de Navarra,2019,Trimestre 2,Otros,693
País Vasco,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,126
País Vasco,2019,Trimestre 2,Hurtos,309784
País Vasco,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",28721
País Vasco,2019,Trimestre 2,Sustracciones de vehículos,15866
País Vasco,2019,Trimestre 2,Tráfico de drogas,6789
País Vasco,2019,Trimestre 2,Otros,737
Comunidad Valenciana,2019,Trimestre 2,Homicidios dolosos y asesinatos consumados,144
Comunidad Valenciana,2019,Trimestre 2,Hurtos,342083
Comunidad Valenciana,2019,Trimestre 2,"Robos con fuerza, violencia o intimidación",31074
Comunidad Valenciana,2019,Trimestre 2,Sustracciones de vehículos,17451
Comunidad Valenciana,2019,Trimestre 2,Tráfico de drogas,7702
Comunidad Valenciana,2019,Trimestre 2,Otros,823
Andalucía,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,59
Andalucía,2019,Trimestre 3,Hurtos,69661
Andalucía,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",5424
Andalucía,2019,Trimestre 3,Sustracciones de vehículos,4988
Andalucía,2019,Trimestre 3,Tráfico de drogas,3241
Andalucía,2019,Trimestre 3,Otros,192
Aragón,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,64
Aragón,2019,Trimestre 3,Hurtos,77176
Aragón,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",6203
Aragón,2019,Trimestre 3,Sustracciones de vehículos,5149
Aragón,2019,Trimestre 3,Tráfico de drogas,3502
Aragón,2019,Trimestre 3,Otros,211
Principado de Asturias,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,69
Principado de Asturias,2019,Trimestre 3,Hurtos,82337
Principado de Asturias,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",6476
Principado de Asturias,2019,Trimestre 3,Sustracciones de vehículos,5298
Principado de Asturias,2019,Trimestre 3,Tráfico de drogas,3662
Principado de Asturias,2019,Trimestre 3,Otros,219
Islas Baleares,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,73
Islas Baleares,2019,Trimestre 3,Hurtos,103559
Islas Baleares,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",7551
Islas Baleares,2019,Trimestre 3,Sustracciones de vehículos,6375
Islas Baleares,2019,Trimestre 3,Tráfico de drogas,4205
Islas Baleares,2019,Trimestre 3,Otros,293
Canarias,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,89
Canarias,2019,Trimestre 3,Hurtos,122931
Canarias,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",8683
Canarias,2019,Trimestre 3,Sustracciones de vehículos,7305
Canarias,2019,Trimestre 3,Tráfico de drogas,4655
Canarias,2019,Trimestre 3,Otros,348
Cantabria,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,93
Cantabria,2019,Trimestre 3,Hurtos,126688
Cantabria,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",8823
Cantabria,2019,Trimestre 3,Sustracciones de vehículos,7397
Cantabria,2019,Trimestre 3,Tráfico de drogas,4716
Cantabria,2019,Trimestre 3,Otros,355
Castilla-La Mancha,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,104
Castilla-La Mancha,2019,Trimestre 3,Hurtos,137137
Castilla-La Mancha,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",9590
Castilla-La Mancha,2019,Trimestre 3,Sustracciones de vehículos,7869
Castilla-La Mancha,2019,Trimestre 3,Tráfico de drogas,5053
Castilla-La Mancha,2019,Trimestre 3,Otros,390
Castilla y León,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,111
Castilla y León,2019,Trimestre 3,Hurtos,151268
Castilla y León,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",10095
Castilla y León,2019,Trimestre 3,Sustracciones de vehículos,8290
Castilla y León,2019,Trimestre 3,Tráfico de drogas,5381
Castilla y León,2019,Trimestre 3,Otros,424
Cataluña,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,153
Cataluña,2019,Trimestre 3,Hurtos,298658
Cataluña,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",29467
Cataluña,2019,Trimestre 3,Sustracciones de vehículos,15407
Cataluña,2019,Trimestre 3,Tráfico de drogas,7379
Cataluña,2019,Trimestre 3,Otros,843
Ceuta,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,157
Ceuta,2019,Trimestre 3,Hurtos,299309
Ceuta,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",29575
Ceuta,2019,Trimestre 3,Sustracciones de vehículos,15520
Ceuta,2019,Trimestre 3,Tráfico de drogas,7563
Ceuta,2019,Trimestre 3,Otros,844
Extremadura,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,160
Extremadura,2019,Trimestre 3,Hurtos,304109
Extremadura,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",29814
Extremadura,2019,Trimestre 3,Sustracciones de vehículos,15632
Extremadura,2019,Trimestre 3,Tráfico de drogas,7778
Extremadura,2019,Trimestre 3,Otros,858
Galicia,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,174
Galicia,2019,Trimestre 3,Hurtos,318487
Galicia,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",30521
Galicia,2019,Trimestre 3,Sustracciones de vehículos,16074
Galicia,2019,Trimestre 3,Tráfico de drogas,8151
Galicia,2019,Trimestre 3,Otros,937
La Rioja,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,174
La Rioja,2019,Trimestre 3,Hurtos,320287
La Rioja,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",30589
La Rioja,2019,Trimestre 3,Sustracciones de vehículos,16121
La Rioja,2019,Trimestre 3,Tráfico de drogas,8235
La Rioja,2019,Trimestre 3,Otros,942
Comunidad de Madrid,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,195
Comunidad de Madrid,2019,Trimestre 3,Hurtos,432540
Comunidad de Madrid,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",41744
Comunidad de Madrid,2019,Trimestre 3,Sustracciones de vehículos,22189
Comunidad de Madrid,2019,Trimestre 3,Tráfico de drogas,10087
Comunidad de Madrid,2019,Trimestre 3,Otros,1115
Melilla,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,195
Melilla,2019,Trimestre 3,Hurtos,433449
Melilla,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",42012
Melilla,2019,Trimestre 3,Sustracciones de vehículos,22250
Melilla,2019,Trimestre 3,Tráfico de drogas,10136
Melilla,2019,Trimestre 3,Otros,1118
Región de Murcia,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,204
Región de Murcia,2019,Trimestre 3,Hurtos,444982
Región de Murcia,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",43152
Región de Murcia,2019,Trimestre 3,Sustracciones de vehículos,22914
Región de Murcia,2019,Trimestre 3,Tráfico de drogas,10393
Región de Murcia,2019,Trimestre 3,Otros,1150
Comunidad Foral de Navarra,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,208
Comunidad Foral de Navarra,2019,Trimestre 3,Hurtos,451749
Comunidad Foral de Navarra,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",43394
Comunidad Foral de Navarra,2019,Trimestre 3,Sustracciones de vehículos,23048
Comunidad Foral de Navarra,2019,Trimestre 3,Tráfico de drogas,10525
Comunidad Foral de Navarra,2019,Trimestre 3,Otros,1172
País Vasco,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,217
País Vasco,2019,Trimestre 3,Hurtos,474519
País Vasco,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",44596
País Vasco,2019,Trimestre 3,Sustracciones de vehículos,23737
País Vasco,2019,Trimestre 3,Tráfico de drogas,10845
País Vasco,2019,Trimestre 3,Otros,1259
Comunidad Valenciana,2019,Trimestre 3,Homicidios dolosos y asesinatos consumados,248
Comunidad Valenciana,2019,Trimestre 3,Hurtos,526792
Comunidad Valenciana,2019,Trimestre 3,"Robos con fuerza, violencia o intimidación",48298
Comunidad Valenciana,2019,Trimestre 3,Sustracciones de vehículos,26204
Comunidad Valenciana,2019,Trimestre 3,Tráfico de drogas,12343
Comunidad Valenciana,2019,Trimestre 3,Otros,1398
Andalucía,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,82
Andalucía,2019,Trimestre 4,Hurtos,91398
Andalucía,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",7344
Andalucía,2019,Trimestre 4,Sustracciones de vehículos,6543
Andalucía,2019,Trimestre 4,Tráfico de drogas,4297
Andalucía,2019,Trimestre 4,Otros,261
Aragón,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,88
Aragón,2019,Trimestre 4,Hurtos,101912
Aragón,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",8408
Aragón,2019,Trimestre 4,Sustracciones de vehículos,6788
Aragón,2019,Trimestre 4,Tráfico de drogas,4645
Aragón,2019,Trimestre 4,Otros,288
Principado de Asturias,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,95
Principado de Asturias,2019,Trimestre 4,Hurtos,108700
Principado de Asturias,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",8776
Principado de Asturias,2019,Trimestre 4,Sustracciones de vehículos,7011
Principado de Asturias,2019,Trimestre 4,Tráfico de drogas,4849
Principado de Asturias,2019,Trimestre 4,Otros,300
Islas Baleares,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,101
Islas Baleares,2019,Trimestre 4,Hurtos,135108
Islas Baleares,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",10091
Islas Baleares,2019,Trimestre 4,Sustracciones de vehículos,8446
Islas Baleares,2019,Trimestre 4,Tráfico de drogas,5495
Islas Baleares,2019,Trimestre 4,Otros,389
Canarias,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,121
Canarias,2019,Trimestre 4,Hurtos,161254
Canarias,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",11637
Canarias,2019,Trimestre 4,Sustracciones de vehículos,9734
Canarias,2019,Trimestre 4,Tráfico de drogas,6071
Canarias,2019,Trimestre 4,Otros,463
Cantabria,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,127
Cantabria,2019,Trimestre 4,Hurtos,166135
Cantabria,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",11862
Cantabria,2019,Trimestre 4,Sustracciones de vehículos,9868
Cantabria,2019,Trimestre 4,Tráfico de drogas,6151
Cantabria,2019,Trimestre 4,Otros,473
Castilla-La Mancha,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,138
Castilla-La Mancha,2019,Trimestre 4,Hurtos,179992
Castilla-La Mancha,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",12843
Castilla-La Mancha,2019,Trimestre 4,Sustracciones de vehículos,10497
Castilla-La Mancha,2019,Trimestre 4,Tráfico de drogas,6611
Castilla-La Mancha,2019,Trimestre 4,Otros,512
Castilla y León,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,146
Castilla y León,2019,Trimestre 4,Hurtos,199233
Castilla y León,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",13555
Castilla y León,2019,Trimestre 4,Sustracciones de vehículos,11075
Castilla y León,2019,Trimestre 4,Tráfico de drogas,7049
Castilla y León,2019,Trimestre 4,Otros,556
Cataluña,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,206
Cataluña,2019,Trimestre 4,Hurtos,391285
